Book,Chapter_verse,Content
예레미야,36장 9절,유다 요시야 아들 여호야김 구월 예루살렘 모든 백성 유다 예루살렘 모든 백성 여호와 금식 선포 지라
예레미야,36장 10절,바룩 여호와 성전 위뜰 여호와 성전 어귀 반의 아들 기관 그마랴 기록 예레미야 모든 백성 낭독
예레미야,36장 11절,바룩 고관 두루 마리 낭독 반의 손자 그마랴 아들 밉다 기록 여호와 말씀 듣다
예레미야,36장 12절,왕궁 내려가다 기관 들어가다 모든 고관 기관 엘리 사마 스마 아들 들르다 악볼 아들 엘라 반의 아들 그마랴 아들 시드기야 모든 고관 거기 앉다
예레미야,36장 13절,밉다 바룩 백성 낭독 들다 모든 전하
예레미야,36장 14절,모든 고관 구시 증손 셀레먀 손자 느다냐 아들 여후 바룩 보내다 백성 낭독 두루 마리 가지 오라 리야 아들 바룩 두루 마리 가지 오니
예레미야,36장 15절,바룩 앉다 낭독 바룩 낭독
예레미야,36장 16절,모든 말씀 듣다 서로 바룩 모든 아뢰다
예레미야,36장 17절,바룩 물어 불다 주다 모든 어떻다 기록 알리
예레미야,36장 18절,바룩 대다 모든 내다 불다 주기 먹다 기록
예레미야,36장 19절,고관 바룩 가다 예레미야 숨다 알리 말르다 하니
예레미야,36장 20절,두루 마리 태우다 두루 마리 기관 엘리 사마의 두다 들어가다 나아가다 모든 아뢰다
예레미야,36장 21절,여후 보내다 두루 마리 가져오다 여후 기관 엘리 사마의 가다 모든 고관 낭독
예레미야,36장 22절,달이 겨울 궁전 앉다 피우다 화로
예레미야,36장 23절,여후 서너 낭독 면도칼 연하다 베다 화로 던지다 두루 마리 태우다
예레미야,36장 24절,신하 모든 듣다 두렵다 찢다
예레미야,36장 25절,엘라 들르다 그마랴 두루 마리 사르 말다 아뢰다 듣다
예레미야,36장 26절,아들 아스 리엘 아들 라야 압디엘 아들 셀레먀 명령 기관 바룩 선지자 예레미야 잡다 여호와 숨다
예레미야,36장 27절,예레미야 말씀 쓰다 두루 마리 바룩 예레미야 통해 기록 말씀 사르다 여호와 말씀 예레미야
예레미야,36장 28절,두루 마리 가지 유다 여호야김 사르다 두루 마리 모든 기록
예레미야,36장 29절,유다 여호야김 대하 여호와 말씀 두루 마리 사르 바벨론 오다 사람과 짐승 없어지다 하리 두루 마리 기록
예레미야,36장 30절,여호와 유다 여호야김 대하 말씀 다윗 왕위 앉다 자가 시체 버리다 당하다 더위 추위 당하다
예레미야,36장 31절,자손 신하 죄악 일찍이 예루살렘 주민 유다 모든 재난 내리다 선포 듣다
예레미야,36장 32절,예레미야 두루 마리 가다 리야 아들 기관 바룩 주다 유다 여호야김 사르다 모든 예레미야 전하 기록
예레미야,37장 1절,느부갓네살 시드기야 유다 삼다 요시야 아들 시드기야 여호야김 아들 니야 되어다 바벨론 느부갓네살 유다 사다
예레미야,37장 2절,신하 백성 여호와 선지자 예레미야 말씀 듣다
예레미야,37장 3절,시드기야 셀레먀 아들 여후 갈다 세다 아들 제사장 스바냐 선지자 예레미야 보내다 하나님 여호와 기도 하라
예레미야,37장 4절,예레미야 갇히다 백성 가운데 출입
예레미야,37장 5절,군대 애굽 나오다 예루살렘 싸다 갈대 아인 소문 듣다 예루살렘 떠나다
예레미야,37장 6절,여호와 말씀 선지자 예레미야
예레미야,37장 7절,이스라엘 하나님 여호와 말씀 보내다 내다 유다 아뢰다 도우 려고 나오다 군대 애굽 돌아가다
예레미야,37장 8절,갈대 아인 오다 치다 빼앗다 사르다
예레미야,37장 9절,여호와 말씀 스스로 속이다 갈대 아인 떠나다 말르다 떠나다
예레미야,37장 10절,치다 갈대 아인 군대 치다 부상 자만 남기다 각기 장막 일어나다 사르다
예레미야,37장 11절,예레미야 붙잡다 가두다 갈대 아인 군대 군대 두렵다 예루살렘 떠나다
예레미야,37장 12절,예레미야 베냐민 백성 가운데 분깃 받다 예루살렘 떠나다 가다
예레미야,37장 13절,베냐민 손자 셀레먀 아들 리야 이름 문지기 우두머리 선지자 예레미야 붙잡다 갈대 아인 항복
예레미야,37장 14절,예레미야 거짓 갈대 아인 항복 리야 듣다 예레미야 잡다 고관 끌다 가다
예레미야,37장 15절,고관 예레미야 때리다 기관 요나단 가두다 삼다
예레미야,37장 16절,예레미야 뚜껑 씌우다 웅덩이 들어가다 지다 여러
예레미야,37장 17절,시드기야 보내다 이끌다 왕궁 비밀 물어 여호와 받다 말씀 예레미야 대다 바벨론 넘기다 지리
예레미야,37장 18절,예레미야 시드기야 신하 백성 나르다 가두다
예레미야,37장 19절,바벨론 오다 하리 예언 선지자
예레미야,37장 20절,건대 내다 들다 탄원 받다 나르다 기관 요나단 돌리다 보내다 오다 거기 죽다 두렵다
예레미야,37장 21절,시드기야 명령 예레미야 감옥 두다 만들다 자의 거리 매일 주다 떨어지다 예레미야 감옥 머물다
예레미야,38장 1절,예레미야 구덩이 갇히다 맛단 아들 스바댜 바스훌 아들 그다랴 셀레먀 아들 갈다 말기 아들 바스훌 예레미야 모든 백성 들다 기르다
예레미야,38장 2절,여호와 말씀 머물다 자다 기근 전염병 죽다 갈대 아인 항복 자다 살리다 노략 얻다 목숨 건지다
예레미야,38장 3절,여호와 말씀 바벨론 군대 넘어가다 차다
예레미야,38장 4절,고관 아뢰다 백성 평안 재난 오니 건대 죽이다 남다 군사 모든 백성 약하다
예레미야,38장 5절,시드기야 보라 거스
예레미야,38장 6절,예레미야 끌다 감옥 아들 말기 구덩이 던지다 넣다 예레미야 내리다 구덩이 물이 진창 예레미야 진창 빠지다
예레미야,38장 7절,왕궁 내시 구스 에벳멜렉 예레미야 구덩이 던지다 넣다 들다 베냐민 앉다
예레미야,38장 8절,에벳멜렉 왕궁 나오다 아뢰다
예레미야,38장 9절,선지자 예레미야 모든 악하다 떨어지다 구덩이 던지다 넣다 거기 굶다 으리 하니
예레미야,38장 10절,구스 에벳멜렉 명령 삼십 데리 가다 선지자 예레미야 죽다 구덩이 끌다
예레미야,38장 11절,에벳멜렉 데리 왕궁 곳간 들어가다 거기 헝겊 낡다 가다 구덩이 예레미야 밧줄 내리다
예레미야,38장 12절,구스 에벳멜렉 예레미야 헝겊 낡다 겨드랑이 대고 시오 예레미야
예레미야,38장 13절,예레미야 구덩이 끌다 내다 예레미야 시위 머물다
예레미야,38장 14절,시드기야 예레미야 묻다 시드기야 보내다 선지자 예레미야 여호와 성전 데려오다 예레미야 가지 물다 마디 내다 숨기 말르다
예레미야,38장 15절,예레미야 시드기야 아시 결코 나르다 시리다 권하다 듣다 시리
예레미야,38장 16절,시드기야 비밀 예레미야 맹세 영혼 지다 여호와 계심 두다 맹세 죽이다 생명 찾다 넘기다
예레미야,38장 17절,예레미야 시드기야 하나님 이스라엘 하나님 여호와 말씀 바벨론 고관 항복 생명 살다 사르다 당하다 가족 살다
예레미야,38장 18절,나가다 바벨론 고관 항복 갈대 아인 넘어가다 불사 벗어나다 하리
예레미야,38장 19절,시드기야 예레미야 갈대 아인 항복 유다인 두렵다 염려 건대 갈대 아인 나르다 넘기다 나르다 조롱 하노
예레미야,38장 20절,예레미야 무리 넘기다 하리 하옵다 아뢰다 여호와 목소리 순종 소서 리하 받다 생명 보전 시리
예레미야,38장 21절,항복 거절 여호와 내다 말씀
예레미야,38장 22절,보라 유다 왕궁 남아 모든 여자 바벨론 고관 끌리다 갈다 여자 친구 꾀다 이기 진흙 빠지다 물르다 가다 하리
예레미야,38장 23절,아내 자녀 갈대 아인 끌리다 벗어나다 바벨론 잡히다 사르다 당하다 하리
예레미야,38장 24절,시드기야 예레미야 알리 말르다 리하 죽지
예레미야,38장 25절,고관 듣다 오다 말씀 전하라 숨기 말르다 리하 말씀 전하라 거들다
예레미야,38장 26절,대다 간구 나르다 요나단 되돌리다 보내다 마소 거기 죽지 하옵다 하라 하니
예레미야,38장 27절,모든 고관 예레미야 오다 물다 명령 모든 대답 로되 더불다 그치다
예레미야,38장 28절,예레미야 예루살렘 함락 감옥 머무르다
예레미야,39장 1절,예루살렘 함락 왕하 유다 시드기야 구년 바벨론 느부갓네살 모든 군대 오다 예루살렘 싸다 치다
예레미야,39장 2절,시드기야 넷째 함락 예루살렘 함락
예레미야,39장 3절,바벨론 모든 고관 나타나다 중문 앉다 네르갈 사레 삼가다 부와 시장 살스김 네르갈 사레 장관 바벨론 나머지 고관
예레미야,39장 4절,유다 시드기야 모든 군사 도망 동산 따르다 샛문 벗어나다 라바 가다
예레미야,39장 5절,갈대 아인 군대 따르다 여리고 평원 시드기야 잡다 데리 립나 바벨론 느부갓네살 올라가다 심문
예레미야,39장 6절,바벨론 립나 시드기야 아들 죽이다 유다 모든 귀족 죽이다
예레미야,39장 7절,시드기야 빼다 바벨론 옮기다 사슬 결박
예레미야,39장 8절,갈대 아인 왕궁 백성 사르 예루살렘 성벽 헐다
예레미야,39장 9절,사령관 부사 남아 백성 항복 남다 백성 잡다 바벨론 옮기다
예레미야,39장 10절,사령관 부사 소유 빈민 유다 남기다 두다 포도 주다
예레미야,39장 11절,예레미야 석방 바벨론 느부갓네살 예레미야 대하 사령관 부사 명령
예레미야,39장 12절,데리다 선대 해하 말다
예레미야,39장 13절,사령관 부사 시장 부사 스반 장관 네르갈 사레 바벨론 모든 장관
예레미야,39장 14절,보내다 예레미야 감옥 데리 반의 손자 아들 그다랴 넘기다 데려가다 백성 가운데 살다
예레미야,39장 15절,여호와 에벳멜렉 구원 약속 예레미야 감옥 갇히다 여호와 말씀
예레미야,39장 16절,가다 구스 에벳멜렉 여호와 이스라엘 하나님 말씀 재난 내리다 리지 이루리
예레미야,39장 17절,여호와 말씀 하리 두렵다 넘기다
예레미야,39장 18절,구원 죽지 노략 목숨 얻다 나르다 믿다 여호와 말씀
예레미야,40장 1절,사령관 부사 예루살렘 유다 포로 바벨론 옮기다 예레미야 잡히다 사슬 결박 되어다 가다가 라마 풀다 말씀 여호와 예레미야
예레미야,40장 2절,사령관 예레미야 불다 하나님 여호와 재난 선포
예레미야,40장 3절,여호와 말씀 여호와 범죄 목소리 순종 이루어지다
예레미야,40장 4절,보라 오늘 사슬 풀다 풀다 주노 나오다 바벨론 가다 좋다 여기다 가다 선대 하리 나오다 바벨론 가다 좋다 여기다 두르다 보라 좋다 여기다 옳다 여기다 갈다 하니
예레미야,40장 5절,예레미야 돌이키다 바벨론 유다 맡다 세운 반의 손자 아들 그다랴 돌아가다 백성 가운데 살다 옳다 여기다 가다 사령관 양식 선물 주어 보내다
예레미야,40장 6절,예레미야 미스 가다 아들 그다랴 나아가다 남아 백성 가운데 살다
예레미야,40장 7절,유다 총독 그다랴 왕하 들다 모든 지휘 부하 바벨론 아들 그다랴 맡다 남녀 유아 오다 바벨론 잡혀가다 빈민 위임 듣다
예레미야,40장 8절,느다냐 아들 이스마엘 가다 레아 아들 요하 요나단 단후멧 아들 라야 느도바 아들 아가 아들 여사 오다 미스 가다 그다랴
예레미야,40장 9절,반의 손자 아들 그다랴 맹세 갈대 섬기다 기르다 두렵다 살다 바벨론 섬기다 리하 유익하다
예레미야,40장 10절,보라 미스 살다 오다 갈대 섬기다 포도주 여름 과일 기름 모으다 그릇 저장 얻다 살라 하니
예레미야,40장 11절,모압 암몬 자손 중과 에돔 모든 지방 유다 바벨론 유다 남기다 두다 반의 손자 아들 그다랴 세우다 듣다
예레미야,40장 12절,모든 유다 쫓겨나다 각처 돌아오다 유다 미스 살다 그다랴 포도주 여름 과일 심하다 모으다
예레미야,40장 13절,그다랴 총독 왕하 가다 레아 아들 요하 들다 모든 지휘 미스 살다 그다랴
예레미야,40장 14절,암몬 자손 바알 리스 생명 빼앗다 느다냐 아들 이스마엘 보내다 알다 아들 그다랴 믿다 지라
예레미야,40장 15절,가다 레아 아들 요하 난이 미스 그다랴 비밀 가다 모르다 느다냐 아들 이스마엘 죽이다 하라 생명 빼앗다 모이다 모든 유다 흩어지다 유다 남다 자로 멸망 당하다 하랴 하니
예레미야,40장 16절,아들 그다랴 가다 레아 아들 요하 이스마엘 대하 진정 하니
예레미야,41장 1절,종친 엘리 사마의 손자 느다냐 아들 장관 이스마엘 사람과 미스 가다 아들 그다랴 미스 먹다
예레미야,41장 2절,느다냐 아들 이스마엘 일어나서 바벨론 위임 반의 손자 아들 그다랴 치다 죽이다
예레미야,41장 3절,이스마엘 미스 그다랴 모든 유다 사람과 거기 갈대 군사 죽이다
예레미야,41장 4절,그다랴 죽이다 지다 이틀 되어다 알다
예레미야,41장 5절,수염 깎다 찢다 상처 내다 제물 유향 가지 사마리아 오다 여호와 성전 나아가다 한지
