Book,Chapter_verse,Content
예레미야,26장 10절,유다 고관 듣다 왕궁 여호와 성전 올라가다 여호와 성전 대문 입구 앉다
예레미야,26장 11절,제사장 선지자 고관 모든 백성 죽다 합당 귀로 들다 예언
예레미야,26장 12절,예레미야 모든 고관 백성 여호와 나르다 보내다 들다 모든 말로 성전 예언
예레미야,26장 13절,행위 고치 하나님 여호와 목소리 청종 리하 여호와 선언 재앙 대하 돌이키다
예레미야,26장 14절,보라 의견 좋다 옳다
예레미야,26장 15절,분명하다 알다 나르다 죽이다 무죄 성과 주민 돌리다 여호와 나르다 보내다 모든
예레미야,26장 16절,고관 모든 백성 제사장 선지자 하나님 여호와 이름 죽이다 이유
예레미야,26장 17절,지방 장로 일어나다 백성 회중 기르다
예레미야,26장 18절,유다 히스기야 시대 모레 미가 유다 모든 백성 예언 여호와 말씀 시온 경작지 예루살렘 무더기 성전
예레미야,26장 19절,유다 히스기야 모든 유다 죽이다 히스기야 여호와 두렵다 여호와 간구 여호와 선언 재앙 대하 돌이키다 생명 스스로 심하다 해롭다
예레미야,26장 20절,여호와 이름 예언 아리다 스마 아들 리야 예레미야 모든 성과 경고 예언
예레미야,26장 21절,여호야김 모든 사오다 모든 고관 듣다 죽이다 리야 듣다 두렵다 애굽 도망 간지
예레미야,26장 22절,여호야김 애굽 보내다 악볼 아들 엘라 애굽 보내다
예레미야,26장 23절,리야 애굽 연행 여호야김 데려오다 시체 평민 묘지 던지다 하니
예레미야,26장 24절,반의 아들 예레미야 주어 백성 내다 주지 하니
예레미야,27장 1절,거짓 선지자 싸우다 예레미야 유다 요시야 아들 여호야김 다스리다 시작 여호와 말씀 예레미야
예레미야,27장 2절,여호와 내다 말씀 멍에 만들다 걸다
예레미야,27장 3절,유다 시드기야 예루살렘 사신 주어 에돔 모압 암몬 자손 시돈 보내다
예레미야,27장 4절,명령 여호와 이스라엘 하나님 말씀 전하라
예레미야,27장 5절,크다 능력 치다 팔로 지상 사람과 짐승 만들다 옳다 주다
예레미야,27장 6절,모든 바벨론 느부갓네살 주다 들다 짐승 주어 섬기다
예레미야,27장 7절,모든 나라 아들 손자 기한 섬기다 많다 나라 크다 섬기다
예레미야,27장 8절,여호와 말씀 바벨론 느부갓네살 섬기다 바벨론 멍에 메다 백성 나라 멸망하다 기근 전염병 민족 벌다
예레미야,27장 9절,선지자 복술 가나 꿈꾸다 술사 요술 기르다 바벨론 섬기다 듣다 말르다
예레미야,27장 10절,거짓 예언 멀리 떠나다 몰다 멸망하다
예레미야,27장 11절,바벨론 멍에 메다 섬기다 나라 머물다 갈다 거기 하리 하라 여호와 말씀
예레미야,27장 12절,모든 말씀 유다 시드기야 전하 백성은 바벨론 멍에 메다 백성 섬기다 리하 사다
예레미야,27장 13절,백성 여호와 바벨론 섬기다 나라 대하 말씀 기근 전염병 죽다 나이까
예레미야,27장 14절,바벨론 섬기다 선지자 듣다 마소 거짓
예레미야,27장 15절,여호와 말씀 보내다 이름 거짓 예언 몰다 예언 선지자 멸망하다
예레미야,27장 16절,제사장 모든 백성 전하 여호와 말씀 기르다 보라 여호와 성전 기구 바벨론 돌리다 오리 예언 선지자 듣다 말르다 거짓 예언
예레미야,27장 17절,듣다 바벨론 섬기다 리하 살리다 황무지
예레미야,27장 18절,선지자 여호와 말씀 가지 여호와 성전 오다 유다 궁전 오다 예루살렘 남아 기구 바벨론 옮기다 여호와
예레미야,27장 19절,여호와 기둥 크다 대야 받침 남아 기구 대하 말씀
예레미야,27장 20절,바벨론 느부갓네살 유다 여호야김 아들 여고 니야 유다 예루살렘 모든 귀인 예루살렘 바벨론 사로자다 옮기다 가져가다
예레미야,27장 21절,여호와 이스라엘 하나님 여호와 성전 유다 궁전 예루살렘 남아 기구 대하 말씀
예레미야,27장 22절,바벨론 옮기다 돌보다 거기 올리다 오다 되돌리다 두리 여호와 말씀
예레미야,28장 1절,예레미야 유다 시드기야 다스리다 시작 지다 기브온 앗술 아들 선지자 가다 여호와 성전 제사장 모든 백성 내다
예레미야,28장 2절,여호와 이스라엘 하나님 말씀 기르다 바벨론 멍에 꺾다
예레미야,28장 3절,바벨론 느부갓네살 빼앗다 바벨론 옮기다 여호와 성전 모든 기구 되돌리다 오리
예레미야,28장 4절,유다 여호야김 아들 여고 니야 바벨론 유다 모든 포로 돌아오다 하리 바벨론 멍에 꺾다 것임 여호와 말씀
예레미야,28장 5절,선지자 예레미야 여호와 성전 서다 제사장 모든 백성 선지자
예레미야,28장 6절,선지자 예레미야 아멘 여호와 하옵다 여호와 예언 이루다 여호와 성전 기구 모든 포로 바벨론 되돌리다 시기 원하다
예레미야,28장 7절,모든 백성 자다 들다
예레미야,28장 8절,나오다 이전 선지자 많다 크다 나라 대하 전쟁 재앙 전염병 예언
예레미야,28장 9절,평화 예언 선지자 예언자 여호와 보내다 선지자 인정 받다
예레미야,28장 10절,선지자 가다 선지자 예레미야 멍에 빼앗다 꺾다
예레미야,28장 11절,모든 백성 가다 여호와 말씀 모든 민족 바벨론 느부갓네살 멍에 꺾다 버리다 선지자 예레미야 가다
예레미야,28장 12절,선지자 가다 선지자 예레미야 멍에 꺾다 버리다 여호와 말씀 예레미야 시기
예레미야,28장 13절,가다 기르다 여호와 말씀 나무 멍에 꺾다 대신 멍에 만들다
예레미야,28장 14절,여호와 이스라엘 하나님 말씀 멍에 모든 나라 메우다 바벨론 느부갓네살 섬기다 섬기다 들다 짐승 주다 하라
예레미야,28장 15절,선지자 예레미야 선지자 들다 여호와 보내다 백성 거짓 믿다
예레미야,28장 16절,여호와 말씀 지면 하리 여호와 패역 금년 죽다
예레미야,28장 17절,선지자 가다 죽다
예레미야,29장 1절,포로 보내다 예레미야 편지 선지자 예레미야 예루살렘 편지 느부갓네살 예루살렘 바벨론 포로 남아 장로 제사장 선지자 모든 백성 보내다
예레미야,29장 2절,고니 왕후 내시 유다 예루살렘 고관 기능 공과 토공 예루살렘 떠나다
예레미야,29장 3절,유다 시드기야 바벨론 보내다 바벨론 느부갓네살 가게 반의 아들 엘라 사오다 기다 아들 그마랴 말다
예레미야,29장 4절,여호와 이스라엘 하나님 예루살렘 바벨론 사로잡히다 가게 모든 포로 말씀
예레미야,29장 5절,짓다 거기 살다 텃밭 만들다 열매 먹다
예레미야,29장 6절,아내 맞이 자녀 낳다 아들 아내 맞이 남편 맞다 자녀 낳다 거기 번성 줄어들다 하라
예레미야,29장 7절,사로잡히다 가게 평안 여호와 기도 하라 평안하다 평안하다 것임
예레미야,29장 8절,여호와 이스라엘 하나님 선지자 미혹 말다 듣다 믿다 말르다
예레미야,29장 9절,보내다 이름 거짓 여호와 말씀
예레미야,29장 10절,여호와 말씀 바벨론 칠십 차다 돌보다 선하다 성취 돌아오다 하리
예레미야,29장 11절,여호와 말씀 아나니 평안 재앙 미래 희망 주다
예레미야,29장 12절,내다 부르짖다 내다 오다 기도 기도 들다
예레미야,29장 13절,마음 나르다 나르다 찾다 나르다 만나다
예레미야,29장 14절,여호와 말씀 만날 포로 돌아오다 쫓다 보내다 나라 모든 모으다 사로잡히다 떠나다 돌아오다 하리 여호와 말씀
예레미야,29장 15절,여호와 바벨론 선지자 일으키다
예레미야,29장 16절,다윗 왕좌 앉다 살다 모든 백성 포로 되어다 가지 형제 여호와 말씀
예레미야,29장 17절,여호와 말씀 보라 기근 전염병 보내다 상하 먹다 몹쓸 무화과
예레미야,29장 18절,기근 전염병 뒤따르다 세계 여러 나라 가운데 흩다 학대 당하다 쫓아내다 나라 가운데 저주 경악 조소 수모 대상 하리
예레미야,29장 19절,여호와 말씀 듣다 선지자 꾸준하다 보내다 듣다 여호와 말씀
예레미야,29장 20절,예루살렘 바벨론 보내다 모든 포로 여호와 말씀 들다
예레미야,29장 21절,여호와 이스라엘 하나님 고르다 아들 아합 세다 아들 시드기야 대하 말씀 이름 거짓 예언 자라 보라 바벨론 느부갓네살 넘기다 죽이다
예레미야,29장 22절,바벨론 유다 모든 포로 거리 삼다 기르다 여호와 바벨론 살라 죽이다 시드기야 아합 기르다 원하다 하리
예레미야,29장 23절,이스라엘 어리석다 이웃 아내 간음 명령 거짓 이름 말함 자로 증인 여호와 말씀
예레미야,29장 24절,스마 보내다 편지 여호와 말씀 느헬람 스마
예레미야,29장 25절,여호와 이스라엘 하나님 말씀 이름 예루살렘 모든 백성 제사장 세다 아들 스바냐 모든 제사장 보내다 기르다
예레미야,29장 26절,여호와 제사장 호야 다르다 대신 제사장 삼다 여호와 성전 감독 자로 세우다 심다 모든 선지자 노릇 씌우다 나무 고랑 씌우다 고랑 채우다 심다
예레미야,29장 27절,선지자 노릇 나돗 예레미야 책망
예레미야,29장 28절,바벨론 편지 지내다 하리 짓다 살다 일구다 열매 먹다 하니
예레미야,29장 29절,제사장 스바냐 스마 선지자 예레미야 읽다 들다
예레미야,29장 30절,여호와 말씀 예레미야
예레미야,29장 31절,모든 포로 전언 기르다 여호와 느헬람 스마 두다 말씀 보내다 스마 가다 예언 거짓 믿다
예레미야,29장 32절,여호와 말씀 보라 느헬람 스마 오다 자손 벌다 여호와 패역 백성 자손 백성 복되다 보지 하리 여호와 말씀
예레미야,30장 1절,포로 돌아오다 여호와 말씀 예레미야
예레미야,30장 2절,이스라엘 하나님 여호와 말씀 시기 모든 기록 하라
예레미야,30장 3절,여호와 말씀 보라 백성 이스라엘 유다 포로 돌아가다 오리 조상 돌아오다 차다 여호와 말씀
예레미야,30장 4절,여호와 이스라엘 유다 대하 말씀 이러하다
예레미야,30장 5절,여호와 말씀 무섭다 뜨다 자의 소리 들다 두려움 평안하다
예레미야,30장 6절,자식 해산 남자 물어보다 모든 남자 해산 여자 허리 대고 모든 얼굴 질리다 파래지다
예레미야,30장 7절,슬프다 엄청나다 야곱 환난 환난 내다 얻다
예레미야,30장 8절,여호와 말씀 멍에 꺾다 버리다 포박 끊다 다시다 이방인 섬기다
예레미야,30장 9절,하나님 여호와 섬기다 세우다 다윗 섬기다
예레미야,30장 10절,여호와 말씀 야곱 두렵다 말르다 이스라엘 말르다 멀다 구원 자손 잡혀가다 하리 야곱 돌아오다 태평 안락 누리다 두렵다 자가
예레미야,30장 11절,여호와 말씀 구원 흩다 모든 이방 멸망 멸망 따르다 징계 결코 무죄 자로
예레미야,30장 12절,여호와 말씀 상처 고치다 부상
예레미야,30장 13절,송사 처리 재판관 상처 약도 처방
예레미야,30장 14절,사랑 자가 잊다 찾다 악행 많다 많다 원수 당하다 고난 받다 잔인하다 징계 내리다
예레미야,30장 15절,상처 부르짖다 고통 심하다 악행 많다 허다
예레미야,30장 16절,먹다 모든 자다 잡아먹히다 모든 대적 사로잡히다 갈다 탈취 자다 탈취 당하다 노략 모든 자다 노략 물이
예레미야,30장 17절,여호와 말씀 쫓겨나다 자라 시온 찾다 자가 상처 살이 돋아나다 고치다 주리
예레미야,30장 18절,여호와 말씀 보라 야곱 장막 포로 돌아오다 거처 사랑 베풀다 폐허 언덕 건축 보루 규정 따르다
예레미야,30장 19절,감사하다 소리 나오다 즐겁다 소리 나오다 번성 하리 수가 줄어들다 존귀 하리 비천하다
예레미야,30장 20절,자손 예전 회중 굳다 압박 모든 벌다
예레미야,30장 21절,영도자 나오다 통치 자도 나오다 가까이 오다 하리 내다 가까이 오리 참으로 담대하다 마음 내다 가까이 오다 자가 여호와 말씀
예레미야,30장 22절,백성 하나님
예레미야,30장 23절,보라 여호와 노여움 일어나다 폭풍 회오리바람 악인 머리 오리
예레미야,30장 24절,여호와 진노 마음 바르다 이루다 돌이키다 끝나다 달다
예레미야,31장 1절,이스라엘 세우다 지키다 여호와 말씀 이스라엘 모든 종족 하나님 백성
예레미야,31장 2절,여호와 말씀 벗어나다 백성 광야 은혜 입다 이스라엘 안식 얻다 갈다
예레미야,31장 3절,옛적 여호와 나타나다 영원하다 사랑 사랑 인자하다 이끌다
예레미야,31장 4절,처녀 이스라엘 세우다 세우다 소고 들다 즐겁다 춤추다 나오다
예레미야,31장 5절,사마리아 산들 포도나무 심다 심다 자가 열매 따다 하리
예레미야,31장 6절,에브라임 파수 외치다 기르다 일어나다 시온 올라가다 하나님 여호와 나아가다 하리
예레미야,31장 7절,여호와 말씀 여러 민족 서서 야곱 기쁘다 외치 전파 찬양 하라 여호와 주의 백성 이스라엘 남다 자르다 하소 하라
예레미야,31장 8절,보라 북쪽 인도 모으리 맹인 다리 사람과 잉태 여인 해산 여인 크다 무리 이루다 돌아오다
예레미야,31장 9절,울다 돌아오다 인도 받다 간구 넘어지다 계곡 곧다 가게 하리 이스라엘 아버지 에브라임 장자
예레미야,31장 10절,이방 여호와 말씀 듣다 멀다 전파 기르다 이스라엘 흩다 자가 모으다 목자 행함 지키다
예레미야,31장 11절,여호와 야곱 구원 들보 강하다 자의
예레미야,31장 12절,오다 시온 높다 찬송 여호와 곡식 포도주 기름 어리다 소의 얻다 크게 기쁘다 심령 대다 동산 다시다 근심
예레미야,31장 13절,처녀 춤추다 즐겁다 청년 노인 즐겁다 슬픔 돌리다 즐겁다 위로 근심 기쁨 얻다 것임
예레미야,31장 14절,기름 제사장 마음 흡족하다 백성 만족하다 하리 여호와 말씀
예레미야,31장 15절,라헬 애곡 여호와 위로 여호와 말씀 라마 슬프다 통곡 소리 들리다 라헬 자식 애곡 자식 없어지다 위로 받다 거절
예레미야,31장 16절,여호와 말씀 울음 소리 눈물 멈추다 받다 대적 돌아오다 여호와 말씀
예레미야,31장 17절,장래 소망 자녀 지경 돌아오다 여호와 말씀
예레미야,31장 18절,에브라임 스스로 탄식 분명하다 들다 노니 나르다 징벌 멍에 익숙하다 송아지 징벌 받다 주다 하나님 여호와 나르다 이끌다 돌이키다 그리다 돌아오다
예레미야,31장 19절,돌이키다 뉘우치다 교훈 받다 볼기 치다 사오다 어리다 치욕 지다 부끄럽다
예레미야,31장 20절,에브라임 사랑 아들 기쁘다 자식 책망 깊이 창자 들끓다 불쌍하다 여기다 여호와 말씀
예레미야,31장 21절,처녀 이스라엘 이정표 세우다 푯말 만들다 크다 가다 마음 두르다 돌아오다 돌아오다
예레미야,31장 22절,반역 딸아 방황 여호와 세상 창조 여자 남자 두르다 싸리
예레미야,31장 23절,사로잡히다 자르다 돌아오다 여호와 이스라엘 하나님 말씀 사로잡히다 자르다 돌아오다 유다 쓰리다 처소 거룩하다 산이 여호와 시기 원하다
예레미야,31장 24절,유다 모든 농부 인도 자가 거기 살리다
예레미야,31장 25절,피곤하다 심령 상쾌하다 모든 연약하다 심령 만족하다
예레미야,31장 26절,깨다 달다
예레미야,31장 27절,여호와 말씀 보라 짐승 이스라엘 유다 뿌리다
예레미야,31장 28절,깨다 뿌리 뽑다 무너 뜨다 전복 멸망 괴롭다 깨다 세우다 심다 여호와 말씀
예레미야,31장 29절,다시다 아버지 포도 먹다 아들
예레미야,31장 30절,포도 먹다 죄악 죽다
예레미야,31장 31절,언약 여호와 말씀 보라 이스라엘 유다 언약 맺다
예레미야,31장 32절,언약 조상 잡고 애굽 인도 내다 맺다 남편 되어다 언약 깨뜨리다 여호와 말씀
예레미야,31장 33절,이스라엘 맺다 언약 이러하다 두다 마음 기록 하나님 백성 여호와 말씀
예레미야,31장 34절,다시다 각기 이웃 형제 가리키다 기르다 여호와 알라 작다 자로 크다 나르다 알다 악행 사하다 다시다 기억 여호와 말씀
예레미야,31장 35절,여호와 말씀 주다 바다 흔들다 파도 소리치다 이름 여호와
예레미야,31장 36절,법도 이스라엘 자손 끊어지다 영원하다 나라 하리 여호와 말씀
예레미야,31장 37절,여호와 말씀 하늘 측량 기초 탐지 이스라엘 자손 모든 일로 버리다 여호와 말씀
예레미야,31장 38절,보라 성은 망대 모퉁이 여호와 건축 여호와 말씀
예레미야,31장 39절,측량 줄이다 곧다 가렙 언덕 고아 돌다
예레미야,31장 40절,시체 재의 모든 골짜기 드론 시내 모든 고지 동쪽 마문 모퉁이 여호와 거룩하다 영원하다 다시다 뽑다 전복
예레미야,32장 1절,여호와 말씀 나돗 사다 유다 시드기야 느부갓네살 여호와 말씀 예레미야
예레미야,32장 2절,바벨론 군대 예루살렘 싸다 선지자 예레미야 유다 시위 갇히다
예레미야,32장 3절,예언 여호와 말씀 보라 바벨론 넘기다 차지 유다 시드기야 갈대 아인 벗어나다 바벨론 넘기다 대하 서로 시드기야 바벨론 끌다 가리다 시드기야 돌보다 거기 여호와 말씀 갈대 인과 싸우다 승리 하리 유다 시드기야 예언 가두다
예레미야,32장 6절,예레미야 여호와 말씀 내다 시기
예레미야,32장 7절,보라 숙부 살룸 아들 메다 오다 나돗 사라 기업 권리 하리
예레미야,32장 8절,여호와 말씀 숙부 아들 메다 시위 오다 베냐민 나돗 사라 기업 상속권 권리 사라 여호와 말씀 알다
예레미야,32장 9절,숙부 아들 메다 나돗 살다 십칠 세겔 주다
예레미야,32장 10절,증서 써다 봉인 증인 세우다 저울 주다
예레미야,32장 11절,규례 봉인 봉인 매매 증서 가지
예레미야,32장 12절,숙부 아들 메다 매매 증서 증인 시위 앉다 유다 모든 매매 증서 말다 손자 리야 아들 바룩 부치다
예레미야,32장 13절,바룩 명령
예레미야,32장 14절,여호와 이스라엘 하나님 말씀 기르다 증서 봉인 봉인 매매 증서 가지 토기 담다 보존 하라
예레미야,32장 15절,여호와 이스라엘 하나님 말씀 포도 사다 하니
예레미야,32장 16절,예레미야 기도 매매 증서 리야 아들 바룩 넘기다 여호와 기도
예레미야,32장 17절,슬프다 도소 여호와 크다 능력 펴다 팔로 천지 지다 사오다
예레미야,32장 18절,주다 은혜 만인 베풀다 아버지 죄악 후손 갚다 시오니 크다 능력 하나님 이름 여호와
예레미야,32장 19절,주다 책략 크시 인류 모든 주목 행위 열매 보응
예레미야,32장 20절,애굽 표적 기사 오늘 이스라엘 인류 가운데 하사 주의 이름 오늘
예레미야,32장 21절,표적 기사 강하다 펴다 크다 두려움 주의 백성 이스라엘 애굽 인도 내시
예레미야,32장 22절,주다 조상 맹세 흐르다 주다
예레미야,32장 23절,들어가다 차지 주의 목소리 순종 주의 율법 무릇 명령 모든 재앙 내리다
예레미야,32장 24절,오다 빼앗다 만들다 참호 이르렀 기근 전염병 치다 갈대 아인 넘기다 되어다 주의 말씀 되어다
예레미야,32장 25절,여호와 내다 사다 증인 세우다 성은 갈대 아인 넘기다 되어다
예레미야,32장 26절,여호와 말씀 예레미야
예레미야,32장 27절,여호와 모든 육체 하나님 내다
예레미야,32장 28절,여호와 말씀 보라 갈대 아인 바벨론 느부갓네살 넘다 차지
예레미야,32장 29절,치다 갈대 아인 오다 놓다 성과 지붕 바알 분향 신들 전제 드리다 나르다 격노하다 사르다
예레미야,32장 30절,이스라엘 자손 유다 자손 이스라엘 자손 만들다 가지 나르다 격노하다 여호와 말씀
예레미야,32장 31절,건설 오늘 노여움 일으키다 옮기다 하노
예레미야,32장 32절,이스라엘 자손 유다 자손 모든 노여움 일으키다 고관 제사장 선지자 유다 예루살렘 주민 그러하다
예레미야,32장 33절,내게로 돌리다 얼굴 내게로 가르치다 끊임없다 가르치다 교훈 듣다 받다
예레미야,32장 34절,이름 일컫다 가증 물건 세우다 더럽다
예레미야,32장 35절,힌놈 아들 골짜기 바알 건축 아들 몰다 지나가다 이렇다 가증 유다 범죄 명령 마음 두다
예레미야,32장 36절,영원하다 언약 이스라엘 하나님 여호와 기근 전염병 바벨론 넘기다 되어다 대하 말씀
예레미야,32장 37절,보라 노여움 분하다 크다 분노 쫓다 보내다 모든 지방 아들 돌아오다 안전하다
예레미야,32장 38절,백성 하나님
예레미야,32장 39절,마음 주어 후손 항상 나르다
예레미야,32장 40절,주기 떠나다 영원하다 언약 세우다 나르다 외함 마음 두다 나르다 떠나다
예레미야,32장 41절,기쁨 주다 분명하다 마음 정성 심다
예레미야,32장 42절,여호와 말씀 백성 크다 재앙 내리다 허락 모든 내리다
예레미야,32장 43절,황폐 짐승 갈대 아인 넘기다 되어다 사다
예레미야,32장 44절,베냐민 예루살렘 사방 유다 산지 저지 대의 네겝 사고 증서 기록 봉인 증인 세우다 포로 돌아오다 여호와 말씀
예레미야,33장 1절,이스라엘 유다 회복 언약 예레미야 시위 갇히다 여호와 말씀
예레미야,33장 2절,여호와 만들다 성취 여호와 이름 여호와 시도
예레미야,33장 3절,내다 부르짖다 응답 크다 은밀 보이다
예레미야,33장 4절,이스라엘 하나님 여호와 말씀 무리 가옥 유다 왕궁 헐다 갈대 아인 참호 대항
예레미야,33장 5절,싸우다 노여움 분하다 시체 채우다 모든 악행 얼굴 가리다 돌아보다
예레미야,33장 6절,보라 치료 고치다 평안 진실 성함 나타내다
예레미야,33장 7절,유다 포로 이스라엘 포로 돌아오다 처음 세우다
예레미야,33장 8절,내다 범한 모든 죄악 내다 모든 죄악 사하다
예레미야,33장 9절,세계 기쁘다 이름 찬송 영광 백성 베풀다 모든 들다 베풀다 모든 모든 평안 두렵다 떨리다
예레미야,33장 10절,여호와 말씀 가리키다 황폐 짐승 황폐 주민 짐승 유다 예루살렘 거리 즐겁다 소리 기쁘다 소리 신랑 소리 신부 소리 여호와 감사 하라 여호와 선하다 인자하다 영원하다 소리 여호와 성전 감사 드리다 소리 들리다 포로 돌리다 보내다 지난 것임 여호와 말씀
예레미야,33장 12절,여호와 말씀 황폐 짐승 모든 목자 눕다
예레미야,33장 13절,산지 평지 네겝 베냐민 예루살렘 사면 유다 계수 자의 지나다 여호와 말씀
예레미야,33장 14절,여호와 말씀 보라 이스라엘 유다 대하 선하다 성취
예레미야,33장 15절,다윗 가지 나다 하리 정의 실행
예레미야,33장 16절,유다 구원 받다 예루살렘 안전하다 성은 여호와 의라 이름 얻다
예레미야,33장 17절,여호와 말씀 이스라엘 집의 왕위 앉다 다윗 영원하다 끊어지다
예레미야,33장 18절,번제 드리다 소제 사르 제사 항상 드릴 레위 제사장 끊어지다
예레미야,33장 19절,여호와 말씀 예레미야
예레미야,33장 20절,여호와 말씀 언약 언약 깨뜨리다 주야 잃다
예레미야,33장 21절,다윗 세운 언약 깨뜨리다 자리 앉다 다스리다 아들 나르다 섬기다 레위인 제사장 세운 언약
예레미야,33장 22절,하늘 만상 바다 모래 측량 다윗 자손 나르다 섬기다 레위인 번성 하리
예레미야,33장 23절,여호와 말씀 예레미야
예레미야,33장 24절,백성 여호와 가계 버리다 백성 멸시 나라 인정
예레미야,33장 25절,여호와 말씀 주야 맺다 언약 천지 법칙
예레미야,33장 26절,야곱 다윗 자손 버리다 다시다 다윗 자손 아브라함 이삭 야곱 자손 다스리다 자르다 택하 포로 자르다 돌아오다 불쌍하다 여기다
예레미야,34장 1절,시드기야 말씀 바벨론 느부갓네살 모든 군대 통치 모든 나라 모든 백성 예루살렘 모든 말씀 여호와 예레미야
예레미야,34장 2절,이스라엘 하나님 여호와 말씀 가다 유다 시드기야 아뢰다 기르다 여호와 말씀 보라 바벨론 넘기다 불사
예레미야,34장 3절,벗어나다 사로잡히다 넘기다 바벨론 입다 마주 대하 바벨론 가리다
예레미야,34장 4절,유다 시드기야 여호와 말씀 들다 여호와 대하 말씀 죽지
예레미야,34장 5절,평안하다 먼저 조상 선왕 분향 분향 애통하다 슬프다 하리 여호와 말씀
예레미야,34장 6절,선지자 예레미야 모든 말씀 예루살렘 유다 시드기야 아뢰다
예레미야,34장 7절,바벨론 군대 예루살렘 유다 남다 모든 치다 라기스 알다 유다 견고하다 남다
예레미야,34장 8절,여호와 맺다 계약 어기 시드기야 예루살렘 모든 백성 가지 하나님 계약 맺다 자유 선포 여호와 말씀 예레미야
예레미야,34장 9절,계약 각기 브리 남녀 노비 놓다 자유롭다 동족 유다인 삼지
예레미야,34장 10절,계약 가담 고관 모든 백성 각기 노비 자유롭다 다시다 삼지 말르다 듣다 놓다
예레미야,34장 11절,변하다 자유 주다 노비 끌다 복종 노비 삼다
예레미야,34장 12절,여호와 말씀 여호와 예레미야
예레미야,34장 13절,이스라엘 하나님 여호와 말씀 선조 애굽 인도 언약 맺다 기르다
예레미야,34장 14절,형제 브리 팔다 오다 놓다 섬기다 놓다 자유롭다 선조 내다 순종 기울이다
예레미야,34장 15절,돌이키다 바르다 각기 이웃 자유 선포 이름 컬음 받다 계약 맺다
예레미야,34장 16절,돌이키다 이름 더럽히다 각기 놓다 자유롭다 노비 끌다 복종 노비 삼다
예레미야,34장 17절,여호와 말씀 순종 각기 형제 이웃 자유 선포 실행 대적 전염병 기근 자유 주리 여호와 말씀 세계 여러 나라 가운데 흩어지다
예레미야,34장 18절,송아지 쪼개다 조각 사이 지나다 언약 맺다 실행 계약 어기다
예레미야,34장 19절,송아지 조각 사이 지난 유다 고관 예루살렘 고관 내시 제사장 모든 백성
예레미야,34장 20절,원수 생명 찾다 자의 넘기다 시체 공중 짐승 먹이
예레미야,34장 21절,유다 시드기야 고관 원수 생명 찾다 자의 떠나가다 바벨론 군대 넘기다
예레미야,34장 22절,여호와 말씀 보라 명령 오다 하리 치다 빼앗다 불사 유다 주민 처참하다 황무지 하리
예레미야,35장 1절,예레미야 레갑 유다 요시야 아들 여호야김 여호와 말씀 예레미야
예레미야,35장 2절,레갑 가다 여호와 데리다 포도주 말다 하라
예레미야,35장 3절,하바 시냐 손자 예레미야 아들 사다 형제 모든 아들 모든 레갑 데리
예레미야,35장 4절,여호와 익다 아들 하나님 난의 아들 들이다 고관 지키다 살룸 아들 세다 위더
예레미야,35장 5절,레갑 후손 포도주 가득하다 종지 술잔 놓다 말다
예레미야,35장 6절,포도주 말다 레갑 아들 선조 나답 명령 기르다 자손 영원하다 포도주 말다 말다
예레미야,35장 7절,집도 짓다 말다 파종 말다 포도 소유 평생 장막 살다 리하 머물다 살다 생명 기다
예레미야,35장 8절,레갑 아들 선조 나답 명령 모든 순종 아내 자녀 평생 포도주 말다
예레미야,35장 9절,집도 짓다 포도 종자도 가지
예레미야,35장 10절,장막 살다 선조 나답 명령 지키다
예레미야,35장 11절,바벨론 느부갓네살 올라오다 갈대 아인 군대 수리아 군대 피하 예루살렘 가다 예루살렘 살다
예레미야,35장 12절,여호와 말씀 예레미야
예레미야,35장 13절,여호와 이스라엘 하나님 말씀 가다 유다 예루살렘 주민 기르다 들다 교훈 받다 여호와 말씀
예레미야,35장 14절,레갑 아들 나답 자손 포도주 말다 말르다 명령 실행 선조 명령 순종 오늘 말다 끊임없다 내다 순종
예레미야,35장 15절,모든 선지자 보내다 끊임없다 보내다 기르다 각기 악한 돌이키다 행위 고치 따르다 섬기다 말르다 리하 선조 살리다 기울이다 내다 순종
예레미야,35장 16절,레갑 아들 나답 자손 선조 명령 명령 지키다 백성은 내다 순종
예레미야,35장 17절,여호와 이스라엘 하나님 말씀 보라 유다 예루살렘 모든 주민 대하 선포 모든 재앙 내리다 듣다 불다 대답 하라
예레미야,35장 18절,예레미야 레갑 가문 여호와 이스라엘 하나님 말씀 기르다 선조 나답 명령 순종 모든 규율 지키다 명령
예레미야,35장 19절,여호와 이스라엘 하나님 말씀 레갑 아들 나답 영원하다 끊어지다
예레미야,36장 1절,바룩 여호와 성전 두루 마리 낭독 유다 요시야 아들 여호야김 여호와 예레미야 말씀
예레미야,36장 2절,두루 마리 가다 요시야 오늘 이스라엘 유다 모든 나라 대하 모든 거기 기록 하라
예레미야,36장 3절,유다 가문 내리다 모든 재난 듣다 각기 악한 돌이키다 리하 용서 하리
예레미야,36장 4절,예레미야 리야 아들 바룩 부르다 바룩 예레미야 불다 주다 여호와 모든 말씀 두루 마리 기록
예레미야,36장 5절,예레미야 바룩 명령 붙잡히다 여호와 들어가다
예레미야,36장 6절,들어가다 두루 마리 기록 여호와 말씀 금식 여호와 성전 백성 낭독 유다 모든 낭독
예레미야,36장 7절,여호와 기도 드리다 각기 악한 떠나다 여호와 백성 대하 선포 노여움 크다
예레미야,36장 8절,리야 아들 바룩 선지자 예레미야 명령 여호와 성전 여호와 모든 말씀 낭독
